ID,Text,
138_UK_DocG_Sanitation,The discharge pipe (D2) should be made of: a. metal; or b. other material that has been demonstrated to be capable of safely withstanding temperatures of the water discharged and is clearly and permanently marked to identify the product and performance standard (e.g. as specified in the relevant part of BS 7291- 1:2006 Thermostatic pipes and fittings for hot and cold water for domestic purposes and heating installations in buildings).,
141_UK_DocG_Sanitation,"The discharge pipe D2 should be at least one pipe size larger than the nominal outlet size of the safety device unless its total equivalent hydraulic resistance exceeds that of a straight pipe 9m long, i.e. for discharge pipes between 9m and 18m the equivalent resistance length should be at least two sizes larger than the nominal outlet size of the safety device; between 18 and 27m at least 3 sizes larger, and so on; bends must be taken into account in calculating  the flow resistance.",
144_UK_DocG_Sanitation,"Where a single common discharge pipe serves more than one system, it should be at least one pipe size larger than the largest individual discharge pipe (D2) to be connected.",
148_UK_DocG_Sanitation,"Where the operating temperature of domestic hot water in the storage vessel in a dwelling is capable of exceeding 80C under normal operating conditions (a situation that may occur in vessels used as heat stores and those connected to solar heat collectors or solid fuel boilers that do not have intervening controls between the boiler and the vessel containing the hot water) the outlet from the storage vessel should be fitted with a device, such as an inline hot water supply tempering valve in accordance with BS EN 15092:2008 Building Valves.",
150_UK_DocG_Sanitation,"hot water tempering valves, to ensure that the  temperature supplied to the domestic hot water distribution system does not exceed 60C.",
152_UK_DocG_Sanitation,"The hot water supply temperature to a bath should be limited to a maximum of 48C by use of an inline blending valve or other appropriate temperature control device, with a maximum temperature stop and a suitable arrangement of pipework.",
156_UK_DocG_Sanitation,Inline blending valves and composite thermostatic mixing valves should be compatible with the sources of hot and cold water that serve them.,
157_UK_DocG_Sanitation,The length of supply pipes between inline blending valves and outlets should be kept to a minimum in order to prevent the colonisation of waterborne pathogens.,
158_UK_DocG_Sanitation,"If intermittent use of the bath is anticipated, provision should be made for high temperature flushing to allow pasteurisation of the pipes and outlet fittings.",
160_UK_DocG_Sanitation,Workmanship should be in accordance with appropriate standards such as BS 800015:1990 Workmanship on Building Sites Code of practice  for hot and cold water services (domestic scale).,
163_UK_DocG_Sanitation,Where commissioning is carried out it must be done in accordance with a procedure approved by the Secretary of State.,
170_UK_DocG_Sanitation,Adequate hand washing facilities must be provided in: (a) rooms containing sanitary conveniences; or (b) rooms or spaces adjacent to rooms containing sanitary  conveniences.,
176_UK_DocG_Sanitation,"Where hot and cold taps are provided on a sanitary appliance, the hot tap should be on the left.",
178_UK_DocG_Sanitation,Any dwelling (house or flat) should have at least one sanitary convenience and associated hand washing facility.,
180_UK_DocG_Sanitation,"To allow for basic hygiene, hand washing  facilities should be located in: a. the room containing the sanitary convenience; or  b. an adjacent room or place that provides the sole means of access to the room containing the sanitary convenience (provided that it is not used for the preparation of food).",
187_UK_DocG_Sanitation,A place containing a sanitary convenience and/or associated hand washing facilities should be separated by a door from any place used for the preparation of food (including  a kitchen).,
190_UK_DocG_Sanitation,A bathroom must be provided containing a wash basin and either a fixed bath or a shower.,
191_UK_DocG_Sanitation,"Where hot and cold taps are provided on a sanitary appliance, the hot tap should be on the left.",
193_UK_DocG_Sanitation,"Any dwelling (house or flat) must have at least one bathroom with a fixed bath or shower, and a washbasin.",
195_UK_DocG_Sanitation,The number of fixed baths or showers and washbasins in buildings with rooms for residential purposes should be in accordance with BS 64651:2006 and A1:2009 Sanitary  installations.,
198_UK_DocG_Sanitation,A suitable sink must be provided in any area where food is prepared.,
200_UK_DocG_Sanitation,A sink should be provided in any kitchen or place used for the preparation of food.,
219_UK_DocG_Sanitation,"For taps, where there are separate hot and cold water taps, the flow rate of each tap should be entered separately as two tap types to calculate the average flow rate.",
1_UK_DocB_V1_FireSafety,A higher standard of protection should be considered where occupants of a proposed dwelling would be at special risk from fire.,
2_UK_DocB_V1_FireSafety,Smoke alarms should be mains operated and conform to BS EN 14604.,
3_UK_DocB_V1_FireSafety,Heat alarms should be mains operated and conform to BS 54462.,
6_UK_DocB_V1_FireSafety,"A large dwelling-house of two storeys (excluding basement storeys) should be fitted with a Grade A Category LD3 fire detection and alarm system, as described in BS 58396.",
7_UK_DocB_V1_FireSafety,A large dwelling-house of three or more storeys (excluding basement storeys) should be fitted with a Grade A Category LD2 fire detection and alarm system as described in BS 58396.,
15_UK_DocB_V1_FireSafety,"Fire detection and alarm systems must be properly designed, installed and maintained.",
16_UK_DocB_V1_FireSafety,"A design, installation and commissioning certificate should be provided for fire detection and alarm systems.",
18_UK_DocB_V1_FireSafety,The interface between systems must be reliable.,
23_UK_DocB_V1_FireSafety,"In dwelling-houses with more than one stair, the stairs should provide effective alternative means of escape.",
37_UK_DocB_V1_FireSafety,Any duct passing through the stair enclosure should be rigid steel.,
38_UK_DocB_V1_FireSafety,Joints between the ductwork and stair enclosure should be fire-stopped.,
39_UK_DocB_V1_FireSafety,Any system of mechanical ventilation which recirculates air and which serves both the stair and other areas should be designed to shut down on the detection of smoke within the system.,
40_UK_DocB_V1_FireSafety,"For ducted warm air heating systems, a room thermostat should be sited in the living room.",
43_UK_DocB_V1_FireSafety,People escaping should be able to reach a place free from danger from fire.,
44_UK_DocB_V1_FireSafety,Windows should be capable of remaining open without being held.,
49_UK_DocB_V1_FireSafety,"The part of the roof (including its supporting structure) forming the escape route, and any opening within 3m of the escape route, should be of fire resisting construction (minimum REI 30).",
54_UK_DocB_V1_FireSafety,"Doors to the stair should be fire resisting (minimum E 30), except for a single exit door from the building to the top landing of a downward-leading external stair.",
55_UK_DocB_V1_FireSafety,Fire resisting construction (minimum RE 30) should be provided for any part of the building (including doors) within 1800mm of the escape route from the foot of the stair to a place of safety.,
56_UK_DocB_V1_FireSafety,Stairs more than 6m in height should be protected from adverse weather.,
57_UK_DocB_V1_FireSafety,"Glazing in areas of fire resisting construction should be fixed shut and fire resisting (in terms of integrity, but not insulation) (minimum E 30).",
59_UK_DocB_V1_FireSafety,The replacement window should be sized to provide at least the same potential for escape.,
75_UK_DocB_V1_FireSafety,People escaping should be able to reach a place free from danger from fire.,
76_UK_DocB_V1_FireSafety,Windows should be capable of remaining open without being held.,
80_UK_DocB_V1_FireSafety,"The part of the roof (including its supporting structure) forming the escape route, and any opening within 3m of the escape route, should be of fire resisting construction (minimum  REI 30).",
91_UK_DocB_V1_FireSafety,Bedrooms should be separated from living accommodation by fire resisting construction (minimum REI 30) and fire doorsets (minimum E 20).,
92_UK_DocB_V1_FireSafety,The alternative exit should be in the part of the flat that contains the bedrooms.,
96_UK_DocB_V1_FireSafety,Approach 2 - provide at least one alternative exit from each storey that is not the entrance storey of the flat.,
100_UK_DocB_V1_FireSafety,Any duct passing through the enclosure should be rigid steel.,
101_UK_DocB_V1_FireSafety,Joints between the ductwork and enclosure should be firestopped.,
102_UK_DocB_V1_FireSafety,Any system of mechanical ventilation which recirculates air and which serves both the stair and other areas should be designed to shut down on the detection of smoke within the system.,
103_UK_DocB_V1_FireSafety,"For ducted warm air heating systems, a room thermostat should be sited in the living room.",
107_UK_DocB_V1_FireSafety,The design should be considered on a case-by-case basis.,
111_UK_DocB_V1_FireSafety,"A person escaping through the common area, if confronted by the effects of a fire in another flat, should be able to turn away from it and make a safe escape via an alternative route.",
114_UK_DocB_V1_FireSafety,"If travel distance is measured to a stair lobby, the lobby must not provide direct access to any storage room, flat or other space containing a fire hazard.",
116_UK_DocB_V1_FireSafety,"Where travel distance is measured to a stair lobby, the lobby must not provide direct access to any storageroom, at or other space containing a potential rehazard.",
118_UK_DocB_V1_FireSafety,The central  door may be omitted if maximum travel distance is not more than 15m.,
130_UK_DocB_V1_FireSafety,"The part of the roof (including its supporting structure) forming the escape route, and any opening within 3m of the escape route, should be of fire resisting construction (minimum REI 30).",
131_UK_DocB_V1_FireSafety,The route should be clearly defined and guarded by walls and/or protective barriers to protect against falling.,
134_UK_DocB_V1_FireSafety,Common corridors should be protected corridors.,
135_UK_DocB_V1_FireSafety,"The wall between each flat and the corridor should be a compartment wall (minimum REI 30 where the top storey is up to 5m above ground level, otherwise REI 60).",
141_UK_DocB_V1_FireSafety,Escape stair lighting should be on a separate circuit from the electricity supply to any other part of the escape route.,
143_UK_DocB_V1_FireSafety,"Every doorway or other exit providing access to a means of escape, other than exits in ordinary use (e.g. main entrances), should be distinctively and conspicuously marked by an exit sign in accordance with BS ISO 38641 and BS 54994.",
144_UK_DocB_V1_FireSafety,Cables should be sufficiently robust.,
145_UK_DocB_V1_FireSafety,Cable routes should be carefully selected and/or physically protected in areas where cables may be exposed to damage.,
148_UK_DocB_V1_FireSafety,There should therefore be some means of ventilating the common corridors/lobbies to control smoke and so protect the common stairs.,
153_UK_DocB_V1_FireSafety,The smoke shaft should be constructed from a class A1 material.,
154_UK_DocB_V1_FireSafety,"The shaft should be vertical from base to head, with a maximum of 4m at a maximum inclined angle of 30 degrees.",
155_UK_DocB_V1_FireSafety, A vent to the outside with a minimum free area of 1m2 should be provided from the top storey of the stair.,
156_UK_DocB_V1_FireSafety,"In single stair buildings, smoke vents on the storey where the fire is initiated, and the vent at the head of the stair, should be activated by smoke detectors in the common parts.",
157_UK_DocB_V1_FireSafety,"In buildings with more than one stair, smoke vents may be activated manually.",
159_UK_DocB_V1_FireSafety,"Refuse storage chambers, refuse chutes and refuse hoppers should be sited and constructed in accordance with BS 5906.",
163_UK_DocB_V1_FireSafety,"If it is also a firefighting stair, it should be at least 1100mm wide.",
166_UK_DocB_V1_FireSafety,Every common stair should be a protected stairway.,
167_UK_DocB_V1_FireSafety,"Where the protected stairway passes from one compartment to another, it should be within a protected shaft.",
170_UK_DocB_V1_FireSafety,"If a protected stairway projects beyond, is recessed from or is in an internal angle of the adjoining external wall of the building, then the minimum distance between an unprotected area of the building enclosure and an unprotected area of the stair enclosure should be 1800mm.",
174_UK_DocB_V1_FireSafety,"Doors to the stair should be fire resisting (minimum E 30) and be fitted with a self-closing device, except for a single exit door from the building to the top landing of a downward-leading external stair, provided it is the only door onto the landing.",No idea how to annotate this later
175_UK_DocB_V1_FireSafety,Fire resisting construction (minimum RE 30) should be provided for any part of the building (including doors) within 1800mm of the escape route from the foot of the stair to a place of safety.,
176_UK_DocB_V1_FireSafety,Glazing in areas of fire resisting construction should be fixed shut and fire resisting (in terms of integrity but not insulation) (minimum E 30).,
177_UK_DocB_V1_FireSafety,Stairs more than 6m in height above ground level (e.g. where they are provided above a podium) should be protected from adverse weather.,
180_UK_DocB_V1_FireSafety,The construction separating two adjacent protected stairways (or exit passageways leading to different final exits) should be imperforate.,
181_UK_DocB_V1_FireSafety,The basement storey should be served by a separate escape stair.,
185_UK_DocB_V1_FireSafety,"In single stair buildings, electricity meters should be in securely locked cupboards.",
186_UK_DocB_V1_FireSafety,Cupboards should be separated from the escape route by fire resisting construction.,
192_UK_DocB_V1_FireSafety,Single steps on escape routes should be prominently marked.,
194_UK_DocB_V1_FireSafety,Fixed ladders should not be provided as a means of escape for members of the public.,
197_UK_DocB_V1_FireSafety,Doors should be readily openable to avoid undue delay to people escaping.,
202_UK_DocB_V1_FireSafety,"If a secure door is operated by code or combination keypad, swipe or proximity card, biometric data, etc., a security mechanism override should be possible from the side approached by people escaping.",
203_UK_DocB_V1_FireSafety,"Security mechanism overrides for electrically powered locks should be a Type A call point, as described in BS 72734.",
204_UK_DocB_V1_FireSafety,The call point should be positioned on the side approached by people escaping.,
205_UK_DocB_V1_FireSafety,"If the door provides escape in either direction, a call point should be installed on both sides of the door.",
207_UK_DocB_V1_FireSafety,The door of any doorway or exit should be hung to open in the direction of escape whenever reasonably practicable.,
210_UK_DocB_V1_FireSafety,Any door opening towards a corridor or a stair should be recessed to prevent its swing encroaching on the effective width.,
212_UK_DocB_V1_FireSafety,"In buildings designed for phased evacuation or progressive horizontal evacuation, if the lift well is not within the enclosures of a protected stairway, its entrance should be separated at every storey by a protected lobby (minimum REI 30).",
213_UK_DocB_V1_FireSafety,"In basements and enclosed car parks, the lift should be within the enclosure of a protected stairway.",
215_UK_DocB_V1_FireSafety,"If a lift delivers into a protected corridor or protected lobby serving sleeping accommodation and also serves a storey containing a high fire risk (such as a kitchen, communal areas, stores, etc.) then the lift should be separated from the high fire risk area(s) by a protected lobby or protected corridor (minimum REI 30).",
216_UK_DocB_V1_FireSafety,Lift machine rooms should be sited over the lift well where possible.,
218_UK_DocB_V1_FireSafety,People should be able to rapidly leave the area around the building.,
219_UK_DocB_V1_FireSafety,"Direct access to a street, passageway, walkway or open space should be available.",
220_UK_DocB_V1_FireSafety,"Where the route to a final exit does not include stairs, a level threshold and, where necessary, a ramp should be provided.",
221_UK_DocB_V1_FireSafety,Final exit locations should be clearly visible and recognisable.,
222_UK_DocB_V1_FireSafety,"To inhibit the spread of fire within the building, the internal linings shall (a)   adequately resist the spread of flame over their surfaces; and (b)   have, if ignited, either a rate of heat release or a rate of fire growth, which is reasonable in the circumstances.",
227_UK_DocB_V1_FireSafety,"In any one room, the total area of lower performance wall lining should be less than an area equivalent to half of the rooms floor area, up to a maximum of 20m2 of wall lining.",
229_UK_DocB_V1_FireSafety,Panels should be sealed to prevent exposure of the core to a fire.,
230_UK_DocB_V1_FireSafety,"In high fire risk areas, such as kitchens, places of special fire hazard, or in proximity to where hot works occur, only class A1 cored panels should be used.",
233_UK_DocB_V1_FireSafety,Lighting diffusers of TP(a) flexible rating should be used only in panels of a maximum of 5m2 each.,
237_UK_DocB_V1_FireSafety,The building shall be designed and constructed so that the unseen spread of fire and smoke within concealed spaces in its structure and fabric is inhibited.,
242_UK_DocB_V1_FireSafety,Dwelling-houses that are semidetached or in terraces should be considered as separate buildings.,
245_UK_DocB_V1_FireSafety,"The garage floor should be laid such that it falls away from the door to the outside, to allow fuel spills to flow away.",
246_UK_DocB_V1_FireSafety,The door opening should be a minimum of 100mm above the level of the garage floor.,
251_UK_DocB_V1_FireSafety,Firestopping should be carried over the full thickness of the wall.,
252_UK_DocB_V1_FireSafety,Firestopping should be extended into any eaves.,
254_UK_DocB_V1_FireSafety,The wall should be extended up through the roof for a height of at least 375mm above the top surface of the adjoining roof covering.,
255_UK_DocB_V1_FireSafety,"Where there is a height difference of at least 375 mm between two roofs or where the roof coverings on either side of the wall are BROOF(t4) rated, the height of the upstand/parapet wall above the highest roof may be reduced to 200mm.",
259_UK_DocB_V1_FireSafety,The compartment wall should be extended to the underside of the floor or roof above.,
263_UK_DocB_V1_FireSafety,Cavity barriers should be tightly fitted to a rigid construction and mechanically fixed in position.,
271_UK_DocB_V1_FireSafety,"Where an existing dwellinghouse or other building is converted into flats, a review of the existing construction should be carried out.",
277_UK_DocB_V1_FireSafety,Parts of a building occupied mainly for different purposes should be separated from one another by compartment walls and/or compartment floors.,
280_UK_DocB_V1_FireSafety,"Where services could provide a source of ignition, the risk of fire developing and spreading into adjacent compartments should be controlled.",
281_UK_DocB_V1_FireSafety,Compartment walls in a top storey beneath a roof should be continued through the roof space.,
283_UK_DocB_V1_FireSafety,"At the junction with another compartment wall or an external wall, the fire resistance of the compartmentation should be maintained.",
285_UK_DocB_V1_FireSafety,"At the junction of a compartment floor and an external wall with no fire resistance, the external wall should be restrained at floor level.",
296_UK_DocB_V1_FireSafety,Stairs and service shafts connecting compartments should be protected to restrict the spread of fire between the compartments.,
297_UK_DocB_V1_FireSafety,Any stair or other shaft passing directly from one compartment to another should be enclosed in a protected shaft.,
303_UK_DocB_V1_FireSafety,"A protected shaft conveying piped flammable gas should be ventilated direct to the outside air, by ventilation openings at high and low level in the shaft.",
317_UK_DocB_V1_FireSafety,"Every joint, imperfect fit and opening for services through a fireseparating element should be sealed with firestopping to ensure that the fire resistance of the element is not impaired.",
322_UK_DocB_V1_FireSafety,"The opening for a pipe, in either the element of   structure or the casing, should be as small as   possible and fire-stopped around the pipe.",
324_UK_DocB_V1_FireSafety,"Terminals of exhaust points should be sited away from final exits, cladding or roofing materials achieving class Bs3, d2 or worse and openings into the building.",
325_UK_DocB_V1_FireSafety,A separate ventilation system should be provided for each protected stairway.,
326_UK_DocB_V1_FireSafety,A fire and smoke damper should be provided where ductwork enters or leaves each section of the protected escape route it serves.,
329_UK_DocB_V1_FireSafety,"Under fire conditions, ventilation and airconditioning systems should be compatible with smoke control systems and need to be considered in their respective design.",
337_UK_DocB_V1_FireSafety,"Access to the fire damper and its actuating mechanism should be provided for inspection, testing and maintenance.",
338_UK_DocB_V1_FireSafety,Smoke detectors should be sited so as to prevent the spread of smoke as early as practicable by activating the fire and smoke dampers.,
340_UK_DocB_V1_FireSafety,Flue walls should have a fire resistance of at least one half of that required for the compartment wall or floor and be of class A1 construction.,
344_UK_DocB_V1_FireSafety,Joints between fire-separating elements should be fire-stopped.,
350_UK_DocB_V1_FireSafety,"The external walls of the building shall adequately resist the spread of fire over the walls and from one building to another having regard to the height, use and position of the building.",
351_UK_DocB_V1_FireSafety,"The roof of the building shall adequately resist the spread of fire over the roof and from one building to another, having regard to the use and position of the building.",
355_UK_DocB_V1_FireSafety,"Building work shall be carried out so that relevant metal composite material does not become part of an external wall, or specified attachment, of any building.",
375_UK_DocB_V1_FireSafety,"If a reduced separation distance between buildings, or increased amount of unprotected area, is required, smaller compartments should be considered.",
379_UK_DocB_V1_FireSafety,"External surface materials facing the boundary should be class Bs3, d2 or better.",
387_UK_DocB_V1_FireSafety,"Vertical parts of a pitched roof, such as dormer windows, should be included only if the slope of the roof exceeds 70 degrees.",
391_UK_DocB_V1_FireSafety,The building should not exceed three storeys in height (excluding basements) or 24m in length.,
392_UK_DocB_V1_FireSafety,The building should not exceed 10m in height.,
400_UK_DocB_V1_FireSafety,The building shall be designed and constructed so as to provide reasonable facilities to assist fire fighters in the protection of life.,
404_UK_DocB_V1_FireSafety,"For dwellinghouses, access for a pumping appliance should be provided to within 45m of all points inside the dwellinghouse.",
408_UK_DocB_V1_FireSafety,Door(s) should be provided such that there is no more than 60m between each door and/or the end of that elevation (e.g. a 150m elevation would need at least two doors).,
409_UK_DocB_V1_FireSafety,Fire and rescue service vehicles should not have to reverse more than 20m from the end of an access road.,
410_UK_DocB_V1_FireSafety,Access should be provided for a pumping appliance to within 18m of each fire main inlet connection point.,
411_UK_DocB_V1_FireSafety,Inlets should be on the face of the building.,
413_UK_DocB_V1_FireSafety,There should be a facility to replenish a wet system from a pumping appliance in an emergency.,
418_UK_DocB_V1_FireSafety,Buildings with a storey more than 50m above fire service vehicle access level should be provided with wet fire mains.,
424_UK_DocB_V1_FireSafety,"Each fire hydrant should be clearly indicated by a plate, fixed nearby in a conspicuous position,  in accordance with BS 3251.",
433_UK_DocB_V1_FireSafety,"A firefighting lift is required if the building has a floor more than 18m above, or more than 10m below, fire service vehicle access level.",
436_UK_DocB_V1_FireSafety,Hose laying distance should be measured from the fire main outlet along the route suitable for laying hose.,
441_UK_DocB_V1_FireSafety,Distances should be measured from the fire main outlet on a route suitable for laying a hose.,
442_UK_DocB_V1_FireSafety,"If the internal layout is not known, the distance should be measured at two-thirds of the direct distance.",
449_UK_DocB_V1_FireSafety,The fire and rescue service should be able to manually open and close rolling shutters without the use of a ladder.,
451_UK_DocB_V1_FireSafety,The signs should be located on every landing of a protected stairway and every protected corridor/lobby (or open access balcony) into which a firefighting lift opens.,
452_UK_DocB_V1_FireSafety,The text should be in sans serif typeface with a letter height of at least 50mm.,
453_UK_DocB_V1_FireSafety,The height of the numeral that designates the floor number should be at least 75mm.,
454_UK_DocB_V1_FireSafety,"The signs should be visible from the top step of a firefighting stair and, where possible, from inside a firefighting lift when the lift car doors open.",
455_UK_DocB_V1_FireSafety,"The signs should be mounted between 1.7m and 2m above floor level and, as far as practicable, all the signs should be mounted at the same height.",
456_UK_DocB_V1_FireSafety,"The text should be on a contrasting background, easily legible and readable in low level lighting conditions or when illuminated with a torch.",
459_UK_DocB_V1_FireSafety,Each floor below the ground floor should be numbered sequentially beginning with Floor 1 or Basement 1.,
460_UK_DocB_V1_FireSafety,"All floor identification signs should be supplemented by flat indicator signs, which provide information relating to the flats accessed on each storey.",
461_UK_DocB_V1_FireSafety,"The signs should be sited immediately below the floor identification signs, such that the top edge of the sign is no more than 50mm below the bottom edge of the floor identification sign.",
462_UK_DocB_V1_FireSafety,The text should be in sans serif typeface with a letter height of at least half that of the floor indicator sign.,
463_UK_DocB_V1_FireSafety,The wording should be supplemented by arrows when flats are in more than one direction.,
464_UK_DocB_V1_FireSafety,"The text and arrows should be on a contrasting background, easily legible and readable in low level lighting conditions or when illuminated with a torch.",
471_UK_DocB_V1_FireSafety,The combined clear crosssectional area of all smoke outlets should be a minimum of 1/40 of the area of the floor of the storey they serve.,
472_UK_DocB_V1_FireSafety,Separate outlets should be provided from places of special fire hazard.,
473_UK_DocB_V1_FireSafety,"If the smoke outlet terminates at a point that is not readily accessible, it should be kept unobstructed and covered only with a class A1 grille or louvre.",
474_UK_DocB_V1_FireSafety,The position of covered smoke outlets should be suitably indicated.,
480_UK_DocB_V1_FireSafety,"The person carrying out the work shall give fire safety information to the responsible person not later than the date of completion of the work, or the date of occupation of the building or extension, whichever is the earlier.",
