Text,is_rule,ID,source,base,n_tokens,n_chars,n_deontic,n_quantitative,n_coref,n_ext_ref,has_shall,has_must,has_should,has_may,starts_capital,ends_period,n_commas,n_semicolons,n_numbers
(5)  In this regulation(a)   cogeneration means simultaneous generation in one process of thermal energy and one or both of the following(i)  electrical energy;(ii)  mechanical energy.,0,89_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,28,184,0,0,2,0,0,0,0,0,0,1,0,1,1
"(5)  In this regulation(a)   cogeneration means simultaneous generation in one process of thermal energy and one or both of the following(i)  electrical energy;(ii)  mechanical energy;(b)   district or block heating or cooling means the distribution of thermal energy in the form of steam, hot water or chilled liquids, from a central source of production through a network of multiple buildings or sites, for the use of space or process heating or cooling;(c)   energy from renewable sources means energy from renewable nonfossil sources, namely wind, solar, aerOthersmal, geOthersmal, hydrOthersmal and ocean energy, hydropower, biomass, landfill gas, sewage treatment plant gas and biogases; and(d)   heat pump means a machine, a device or installation that transfers heat from natural surroundings such as air, water or ground to buildings or industrial applications by reversing the natural flow of heat such that it flows from a lower to a higher temperature.",0,111_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,151,965,0,0,4,0,0,0,0,0,0,1,14,4,1
(5) In paragraphs (2) to (4)high-speed public electronic communications network means a public electronic communications network that is a highspeed electronic communications network;USOstandard public electronic communications network means a public electronic communications network that provides at least the minimum download speed for the time being specified by virtue of section 65(2B)(a) of the Communications Act 2003 in the universal service order (as defined by section 151(1) of that Act).,0,35_UK_DocR_V1_InfrastructureForElectircalCommunications,accord_official,ACCORD Official,75,500,0,2,0,2,0,0,0,0,0,1,0,1,7
"(5) Subject to paragraph (6), water supplied  for regulation 4(1) purposes shall not be  regarded as wholesome for the purposes  of Chapter III if, on transfer from a service  reservoir for supply for those purposes, it  contains a concentration of the coliform  bacteria or E. coli parameter in excess of  the prescribed concentrations.",0,246_UK_DocG_Sanitation,accord_official,ACCORD Official,54,337,2,0,2,1,1,0,0,0,0,1,3,0,4
"(6)  The developer is to be treated as being able to secure the provision of a connection mentioned in any of paragraphs (2) to (4) for a cost not exceeding the cost cap unless(a)  the developer has invited at least two suitable providers to make, before the end of the 30th day after the date of the invitation, an offer to provide a connection of the kind mentioned in the paragraph in question, and(b)  none of those providers has before that time offered to provide that connection free of charge or at a cost not exceeding the cost cap.",0,36_UK_DocR_V1_InfrastructureForElectircalCommunications,accord_official,ACCORD Official,101,541,0,2,1,2,0,0,0,0,0,1,3,0,3
"(6) If a residential building undergoing major renovation has, or will have more than 10 associated parking spaces(a)   if there are or will be any associated parking spaces situated in a position Others than in a covered car park the requirements of paragraph S3 of Schedule 1 must first be applied in relation to those associated parking spaces; then(ii)   cable routes for electric vehicle charge points must be installed in all the associated parking spaces in the covered car park;(b)   if all the associated parking spaces are situated in a covered car park, cable routes for electric vehicle charge points must be installed in all the parking spaces in the covered car park.",0,35_UK_DocS_InfrastructureForChargingOfElectricalVehicles,accord_official,ACCORD Official,116,681,1,0,1,2,0,1,0,0,0,1,2,2,3
"(6) Water transferred from a service reservoir  for supply for regulation 4(1) purposes  shall not be regarded as unwholesome for  the purposes of Chapter III because the  maximum concentration for the coliform  bacteria parameter is exceeded if, as  regards the samples taken in any year in  which the reservoir in question is in use,  the results of analysis for that parameter  establish that in at least 95 per cent of  those samples coliforms were absent.",0,247_UK_DocG_Sanitation,accord_official,ACCORD Official,76,460,2,2,1,0,1,0,0,0,0,1,2,0,4
(9)  In paragraph (6)(a) suitable provider means the provider of a public electronic communications network whom the developer reasonably considers to be likely to be able to provide the connection referred to.,0,37_UK_DocR_V1_InfrastructureForElectircalCommunications,accord_official,ACCORD Official,33,210,0,0,0,2,0,0,0,0,0,1,0,0,2
"(9) In this regulation special location meanswithin a room containing a bath or shower, the space surrounding a bath tap (a) within a room containing a bath or shower, the space surrounding a bath tap or shower head, where the space extends(i) vertically from the finished floor level tovertically from the finished floor level toa height of 2.25 metres; or(aa) a height of 2.25 metres; orthe position of the shower head where it is attached to a wall or (bb) the position of the shower head where it is attached to a wall or ceiling at a point higher than 2.25 metres from that level; andceiling at a point higher than 2.25 metres from that level; and(ii) horizontallywhere there is a bath tub or shower tray, from the edge of the bath (aa) where there is a bath tub or shower tray, from the edge of the bath tub or shower tray to a distance of 0.6 metres; or(bb) where there is no bath tub or shower tray, from the centre point of the shower head where it is attached to the wall or ceiling to a distance of 1.2 metres; ora room containing a swimming pool or sauna heater.",0,19_UK_DocP_ElectricalSafety,accord_official,ACCORD Official,210,1074,0,0,2,0,0,0,0,0,0,1,6,6,7
"(Building work must be carried out so as to ensure that each dwelling is equipped with gigabit-ready physical infrastructure that extends from a network termination point for gigabit-capable public electronic communications networks and reaches (a) a distribution point, or (b) where the person carrying out the building work (the developer) has no right to install gigabit-ready physical infrastructure in land in which it would have to be installed if it were to reach a distribution point, as close as is reasonably practicable to a distribution point, or (c) where the developer has no such right and requirement RA2 is excluded or modified by regulation 44ZC, and would be so excluded or modified even if the gigabit-ready physical infrastructure were required to reach as close as is reasonably practicable to a distribution point(i)  as close as is reasonably practicable to a location at which a distribution point is likely to be installed within the relevant 2year period (a likely future location), or(ii)  where there is no likely future location that is closer to the building than the closest distribution point already installed, an access point for gigabit-capable public electronic communications networks, or(d) where the developer has no right to install gigabit-ready physical infrastructure in land beyond the building, an access point for gigabit-capable public electronic communications networks.",0,1_UK_DocR_V1_InfrastructureForElectircalCommunications,accord_official,ACCORD Official,226,1419,1,0,2,0,0,1,0,0,0,1,8,0,0
"(If the building, or a part of a building, undergoing a material change of use to result in one or more dwellings has, or will have, associated parking that is situated within a covered car park (a) if there are or will be any associated parking spaces situated in a position Others than in a covered car park the requirements of paragraph S2 of Schedule 1 must first be applied in relation to those associated parking spaces; then(ii)   if the number of associated parking spaces, which are situated in a position Others than in a covered car park, is insufficient to completely fulfil the requirements of paragraph S2 of Schedule 1, cable routes for electric vehicle charge points must be installed in(aa)  all the associated parking spaces in the covered car park, where the total number of parking spaces is less than the number of such dwellings with associated parking; or(bb)   the number of associated parking spaces in the covered car park which, when added to the number of associated parking spaces which are situated in a position Others than in a covered car park, corresponds to the total number of such dwellings with associated parking;(b)   if all the associated parking spaces are situated in a covered car park, cable routes for electric vehicle charge points must be installed in all those associated parking spaces, where there are fewer parking spaces than there are such dwellings with associated parking; or(ii)   the number of those associated parking spaces that corresponds to the total number of such dwellings with associated parking.",0,28_UK_DocS_InfrastructureForChargingOfElectricalVehicles,accord_official,ACCORD Official,264,1563,1,1,2,2,0,1,0,0,0,1,12,4,2
